('( cover ( merge_ct ( <EXP> ) ) ( identity ( connect ( RIGHT ) ( UNITY ) ) ) )', 'vsplit')
('( move ( switch ( rot180 ( <EXP> ) ) ( index ( var0 ) ( <HOLE> ) ) ( add_ni ( TWO ) ( NEG_TWO ) ) ) ( identity ( asobject ( <HOLE> ) ) ) ( ZERO_BY_TWO ) )', 'var0')
('( move ( switch ( rot180 ( <HOLE> ) ) ( index ( var0 ) ( <EXP> ) ) ( add_ni ( TWO ) ( NEG_TWO ) ) ) ( identity ( asobject ( <HOLE> ) ) ) ( ZERO_BY_TWO ) )', 'NEG_UNITY')
('( move ( switch ( rot180 ( <HOLE> ) ) ( index ( var0 ) ( <HOLE> ) ) ( add_ni ( TWO ) ( NEG_TWO ) ) ) ( identity ( asobject ( <EXP> ) ) ) ( ZERO_BY_TWO ) )', 'var0')
('( <EXP> )', 'rot270')
('( underpaint ( <EXP> ) ( recolor ( <HOLE> ) ( <HOLE> ) ) )', 'underfill')
('( underpaint ( <HOLE> ) ( recolor ( <HOLE> ) ( <EXP> ) ) )', 'vfrontier')
('( underpaint ( <HOLE> ) ( recolor ( <EXP> ) ( <HOLE> ) ) )', 'add_ni')
('( <EXP> )', 'fill')
('( <EXP> )', 'vupscale')
('( fill ( var0 ) ( <EXP> ) ( <HOLE> ) )', 'valmax_ct')
('( fill ( var0 ) ( <HOLE> ) ( <EXP> ) )', 'vfrontier')
('( <EXP> )', 'tophalf')
('( identity ( rot90 ( switch ( var0 ) ( NEG_TWO ) ( <EXP> ) ) ) )', 'NINE')
('( mostcommon_ct ( <EXP> ) )', 'identity')
('( <EXP> )', 'tophalf')
('( switch ( <HOLE> ) ( <EXP> ) ( <HOLE> ) )', 'decrement_ni')
('( switch ( <EXP> ) ( <HOLE> ) ( <HOLE> ) )', 'move')
('( switch ( <HOLE> ) ( <HOLE> ) ( <EXP> ) )', 'subtract_ni')
('( underfill ( pair ( last_ct ( var0 ) ) ( <HOLE> ) ) ( <HOLE> ) ( asobject ( <EXP> ) ) )', 'rot90')
('( underfill ( pair ( last_ct ( var0 ) ) ( <HOLE> ) ) ( <EXP> ) ( asobject ( <HOLE> ) ) )', 'colorcount')
('( underfill ( pair ( last_ct ( var0 ) ) ( <EXP> ) ) ( <HOLE> ) ( asobject ( <HOLE> ) ) )', 'first_ct')
('( underfill ( <HOLE> ) ( ZERO ) ( recolor ( invert_ni ( <EXP> ) ) ( asobject ( var0 ) ) ) )', 'FIVE')
('( underfill ( <EXP> ) ( ZERO ) ( recolor ( invert_ni ( <HOLE> ) ) ( asobject ( var0 ) ) ) )', 'identity')
('( hconcat ( lefthalf ( rot180 ( <EXP> ) ) ) ( lefthalf ( switch ( var0 ) ( TEN ) ( SIX ) ) ) )', 'var0')
('( <EXP> )', 'rot270')
('( righthalf ( trim ( hconcat ( <HOLE> ) ( <EXP> ) ) ) )', 'var0')
('( righthalf ( trim ( hconcat ( <EXP> ) ( <HOLE> ) ) ) )', 'var0')
('( <EXP> )', 'vconcat')
('( paint ( righthalf ( tophalf ( var0 ) ) ) ( <EXP> ) )', 'asobject')
('( switch ( switch ( <HOLE> ) ( SIX ) ( NEG_TWO ) ) ( <EXP> ) ( <HOLE> ) )', 'SEVEN')
('( switch ( switch ( <HOLE> ) ( SIX ) ( NEG_TWO ) ) ( <HOLE> ) ( <EXP> ) )', 'compose')
('( switch ( switch ( <EXP> ) ( SIX ) ( NEG_TWO ) ) ( <HOLE> ) ( <HOLE> ) )', 'rot180')
('( cover ( rot90 ( <EXP> ) ) ( ineighbors ( DOWN_LEFT ) ) )', 'var0')
('( identity ( move ( rot90 ( var0 ) ) ( <EXP> ) ( LEFT ) ) )', 'asobject')
('( lefthalf ( <EXP> ) )', 'lefthalf')
('( rot270 ( <EXP> ) )', 'identity')
('( paint ( leastcommon_ct ( <HOLE> ) ) ( identity ( asobject ( <EXP> ) ) ) )', 'var0')
('( paint ( leastcommon_ct ( <EXP> ) ) ( identity ( asobject ( <HOLE> ) ) ) )', 'vsplit')
('( <EXP> )', 'compress')
('( <EXP> )', 'righthalf')
('( vconcat ( replace ( tophalf ( var0 ) ) ( sign_ni ( SEVEN ) ) ( <HOLE> ) ) ( crop ( rot90 ( <EXP> ) ) ( TWO_BY_ZERO ) ( increment_nit ( THREE_BY_THREE ) ) ) )', 'var0')
('( vconcat ( replace ( tophalf ( var0 ) ) ( sign_ni ( SEVEN ) ) ( <EXP> ) ) ( crop ( rot90 ( <HOLE> ) ) ( TWO_BY_ZERO ) ( increment_nit ( THREE_BY_THREE ) ) ) )', 'index')
('( <EXP> )', 'underpaint')
('( <EXP> )', 'downscale')
('( remove_ct ( extract_ct ( <HOLE> ) ( contained_ct ( <HOLE> ) ) ) ( underpaint ( dedupe_ti ( var0 ) ) ( asobject ( <EXP> ) ) ) )', 'var0')
('( remove_ct ( extract_ct ( <HOLE> ) ( contained_ct ( <EXP> ) ) ) ( underpaint ( dedupe_ti ( var0 ) ) ( asobject ( <HOLE> ) ) ) )', 'TEN')
('( remove_ct ( extract_ct ( <EXP> ) ( contained_ct ( <HOLE> ) ) ) ( underpaint ( dedupe_ti ( var0 ) ) ( asobject ( <HOLE> ) ) ) )', 'trim')
('( cover ( trim ( rot180 ( <EXP> ) ) ) ( asobject ( hupscale ( <HOLE> ) ( <HOLE> ) ) ) )', 'var0')
('( cover ( trim ( rot180 ( <HOLE> ) ) ) ( asobject ( hupscale ( <HOLE> ) ( <EXP> ) ) ) )', 'NINE')
('( cover ( trim ( rot180 ( <HOLE> ) ) ) ( asobject ( hupscale ( <EXP> ) ( <HOLE> ) ) ) )', 'var0')
('( <EXP> )', 'switch')
('( move ( lefthalf ( rot90 ( var0 ) ) ) ( identity ( asobject ( var0 ) ) ) ( astuple ( subtract_ni ( TWO ) ( SIX ) ) ( invert_ni ( <EXP> ) ) ) )', 'NINE')
('( <EXP> )', 'last_cf')
('( tophalf ( righthalf ( replace ( <EXP> ) ( FOUR ) ( FIVE ) ) ) )', 'var0')
('( remove_ct ( <EXP> ) ( rot270 ( switch ( var0 ) ( NINE ) ( TWO ) ) ) )', 'order_cf')
('( <EXP> )', 'first_cf')
('( <EXP> )', 'downscale')
('( move ( rot90 ( <EXP> ) ) ( <HOLE> ) ( TWO_BY_TWO ) )', 'vconcat')
('( move ( rot90 ( <HOLE> ) ) ( <EXP> ) ( TWO_BY_TWO ) )', 'toobject')
('( move ( identity ( replace ( var0 ) ( <HOLE> ) ( FIVE ) ) ) ( asobject ( crop ( var0 ) ( UNITY ) ( UP_RIGHT ) ) ) ( extract_cf ( <HOLE> ) ( <EXP> ) ) )', 'equality')
('( move ( identity ( replace ( var0 ) ( <EXP> ) ( FIVE ) ) ) ( asobject ( crop ( var0 ) ( UNITY ) ( UP_RIGHT ) ) ) ( extract_cf ( <HOLE> ) ( <HOLE> ) ) )', 'TEN')
('( move ( identity ( replace ( var0 ) ( <HOLE> ) ( FIVE ) ) ) ( asobject ( crop ( var0 ) ( UNITY ) ( UP_RIGHT ) ) ) ( extract_cf ( <EXP> ) ( <HOLE> ) ) )', 'vfrontier')
('( <EXP> )', 'rot180')
('( fill ( lefthalf ( compress ( var0 ) ) ) ( size_cf ( asobject ( var0 ) ) ) ( identity ( <EXP> ) ) )', 'asobject')
('( <EXP> )', 'mostcommon_ct')
('( lefthalf ( move ( switch ( var0 ) ( <HOLE> ) ( SEVEN ) ) ( asobject ( var0 ) ) ( crement_nit ( <EXP> ) ) ) )', 'UNITY')
('( lefthalf ( move ( switch ( var0 ) ( <EXP> ) ( SEVEN ) ) ( asobject ( var0 ) ) ( crement_nit ( <HOLE> ) ) ) )', 'TWO')
('( <EXP> )', 'underfill')
('( paint ( <EXP> ) ( asobject ( <HOLE> ) ) )', 'repeat')
('( paint ( <HOLE> ) ( asobject ( <EXP> ) ) )', 'identity')
('( first_cf ( initset ( <EXP> ) ) )', 'downscale')
('( <EXP> )', 'trim')
('( <EXP> )', 'cover')
('( rot90 ( dedupe_ti ( <EXP> ) ) )', 'lefthalf')
('( rot270 ( <EXP> ) )', 'righthalf')
('( downscale ( <EXP> ) ( size_cf ( <HOLE> ) ) )', 'repeat')
('( downscale ( <HOLE> ) ( size_cf ( <EXP> ) ) )', 'objects')
('( <EXP> )', 'hupscale')
('( paint ( remove_ct ( leastcommon_ct ( var0 ) ) ( bottomhalf ( var0 ) ) ) ( toobject ( neighbors ( UP_RIGHT ) ) ( <EXP> ) ) )', 'dedupe_ti')
('( downscale ( var0 ) ( lbind_3 branch ( equality ( SEVEN ) ( <EXP> ) ) ( ONE ) ( <HOLE> ) ) )', 'SEVEN')
('( downscale ( var0 ) ( lbind_3 branch ( equality ( SEVEN ) ( <HOLE> ) ) ( ONE ) ( <EXP> ) ) )', 'FIVE')
('( move ( <EXP> ) ( <HOLE> ) ( urcorner ( vfrontier ( ZERO_BY_TWO ) ) ) )', 'paint')
('( move ( <HOLE> ) ( <EXP> ) ( urcorner ( vfrontier ( ZERO_BY_TWO ) ) ) )', 'identity')
('( last_ct ( <EXP> ) )', 'repeat')
('( <EXP> )', 'downscale')
('( <EXP> )', 'downscale')
('( cover ( lefthalf ( var0 ) ) ( identity ( <EXP> ) ) )', 'asobject')
('( pair ( rbind_2 repeat ( <HOLE> ) ( size_ct ( <EXP> ) ) ) ( <HOLE> ) )', 'var0')
('( pair ( rbind_2 repeat ( <HOLE> ) ( size_ct ( <HOLE> ) ) ) ( <EXP> ) )', 'merge_ct')
('( pair ( rbind_2 repeat ( <EXP> ) ( size_ct ( <HOLE> ) ) ) ( <HOLE> ) )', 'FIVE')
('( <EXP> )', 'rot270')
('( vconcat ( <EXP> ) ( underpaint ( hconcat ( var0 ) ( var0 ) ) ( asobject ( var0 ) ) ) )', 'repeat')
('( first_cf ( <EXP> ) )', 'initset')
('( replace ( bottomhalf ( <EXP> ) ) ( <HOLE> ) ( <HOLE> ) )', 'rot90')
('( replace ( bottomhalf ( <HOLE> ) ) ( <HOLE> ) ( <EXP> ) )', 'last_cf')
('( replace ( bottomhalf ( <HOLE> ) ) ( <EXP> ) ( <HOLE> ) )', 'lbind_2')
('( <EXP> )', 'rapply')
('( replace ( repeat ( first_ct ( <EXP> ) ) ( SIX ) ) ( <HOLE> ) ( size_cf ( <HOLE> ) ) )', 'var0')
('( replace ( repeat ( first_ct ( <HOLE> ) ) ( SIX ) ) ( <HOLE> ) ( size_cf ( <EXP> ) ) )', 'objects')
('( replace ( repeat ( first_ct ( <HOLE> ) ) ( SIX ) ) ( <EXP> ) ( size_cf ( <HOLE> ) ) )', 'color')
('( hupscale ( tophalf ( <HOLE> ) ) ( <EXP> ) )', 'size_cf')
('( hupscale ( tophalf ( <EXP> ) ) ( <HOLE> ) )', 'rot270')
('( dedupe_ti ( <EXP> ) )', 'paint')
('( canvas ( divide_ni ( double_ni ( SEVEN ) ) ( TEN ) ) ( argmax_ct ( repeat ( THREE_BY_THREE ) ( ONE ) ) ( <EXP> ) ) )', 'index')
('( remove_ct ( totuple ( initset ( <EXP> ) ) ) ( underfill ( bottomhalf ( var0 ) ) ( <HOLE> ) ( neighbors ( NEG_UNITY ) ) ) )', 'FIVE')
('( remove_ct ( totuple ( initset ( <HOLE> ) ) ) ( underfill ( bottomhalf ( var0 ) ) ( <EXP> ) ( neighbors ( NEG_UNITY ) ) ) )', 'ONE')
('( underpaint ( righthalf ( righthalf ( <EXP> ) ) ) ( toobject ( hfrontier ( ORIGIN ) ) ( rot180 ( var0 ) ) ) )', 'var0')
('( <EXP> )', 'vconcat')
('( rot90 ( last_cf ( initset ( <EXP> ) ) ) )', 'var0')
('( identity ( <EXP> ) )', 'rot270')
('( <EXP> )', 'underpaint')
('( <EXP> )', 'fill')
('( <EXP> )', 'vconcat')
('( <EXP> )', 'dedupe_ti')
('( <EXP> )', 'switch')
('( <EXP> )', 'crop')
('( trim ( <EXP> ) )', 'last_cf')
('( <EXP> )', 'rot180')
('( rot90 ( <EXP> ) )', 'remove_ct')
('( last_ct ( identity ( vsplit ( <EXP> ) ( FOUR ) ) ) )', 'var0')
('( underpaint ( switch ( rot270 ( var0 ) ) ( size_ct ( <HOLE> ) ) ( <HOLE> ) ) ( toobject ( connect ( <HOLE> ) ( <EXP> ) ) ( vconcat ( var0 ) ( var0 ) ) ) )', 'TWO_BY_ZERO')
('( underpaint ( switch ( rot270 ( var0 ) ) ( size_ct ( <HOLE> ) ) ( <EXP> ) ) ( toobject ( connect ( <HOLE> ) ( <HOLE> ) ) ( vconcat ( var0 ) ( var0 ) ) ) )', 'index')
('( underpaint ( switch ( rot270 ( var0 ) ) ( size_ct ( <EXP> ) ) ( <HOLE> ) ) ( toobject ( connect ( <HOLE> ) ( <HOLE> ) ) ( vconcat ( var0 ) ( var0 ) ) ) )', 'var0')
('( underpaint ( switch ( rot270 ( var0 ) ) ( size_ct ( <HOLE> ) ) ( <HOLE> ) ) ( toobject ( connect ( <EXP> ) ( <HOLE> ) ) ( vconcat ( var0 ) ( var0 ) ) ) )', 'ZERO_BY_TWO')
('( repeat ( mostcommon_ct ( <EXP> ) ) ( <HOLE> ) )', 'hconcat')
('( repeat ( mostcommon_ct ( <HOLE> ) ) ( <EXP> ) )', 'leastcolor')
('( <EXP> )', 'compress')
('( compress ( righthalf ( <EXP> ) ) )', 'switch')
('( <EXP> )', 'remove_ct')
('( first_cf ( <EXP> ) )', 'initset')
('( first_ct ( <EXP> ) )', 'repeat')
('( replace ( remove_ct ( last_ct ( var0 ) ) ( <EXP> ) ) ( compose minimum initset ( <HOLE> ) ) ( last_cf ( initset ( ZERO ) ) ) )', 'replace')
('( replace ( remove_ct ( last_ct ( var0 ) ) ( <HOLE> ) ) ( compose minimum initset ( <EXP> ) ) ( last_cf ( initset ( ZERO ) ) ) )', 'subtract_ni')
('( <EXP> )', 'tophalf')
('( lefthalf ( fill ( hconcat ( var0 ) ( var0 ) ) ( halve_ni ( <HOLE> ) ) ( connect ( <EXP> ) ( UP_RIGHT ) ) ) )', 'THREE_BY_THREE')
('( lefthalf ( fill ( hconcat ( var0 ) ( var0 ) ) ( halve_ni ( <EXP> ) ) ( connect ( <HOLE> ) ( UP_RIGHT ) ) ) )', 'THREE')
('( <EXP> )', 'trim')
('( bottomhalf ( <EXP> ) )', 'apply_ct')
('( move ( hconcat ( <HOLE> ) ( righthalf ( <HOLE> ) ) ) ( identity ( <EXP> ) ) ( RIGHT ) )', 'asobject')
('( move ( hconcat ( <EXP> ) ( righthalf ( <HOLE> ) ) ) ( identity ( <HOLE> ) ) ( RIGHT ) )', 'vconcat')
('( move ( hconcat ( <HOLE> ) ( righthalf ( <EXP> ) ) ) ( identity ( <HOLE> ) ) ( RIGHT ) )', 'var0')
('( identity ( <EXP> ) )', 'last_cf')
('( <EXP> )', 'rot270')
('( hconcat ( <EXP> ) ( last_cf ( initset ( var0 ) ) ) )', 'tophalf')
('( <EXP> )', 'underpaint')
('( trim ( cellwise ( righthalf ( var0 ) ) ( hconcat ( var0 ) ( var0 ) ) ( <EXP> ) ) )', 'crement_ni')
('( merge_ct ( vsplit ( trim ( var0 ) ) ( <EXP> ) ) )', 'increment_ni')
('( underfill ( <HOLE> ) ( <HOLE> ) ( ofcolor ( trim ( <EXP> ) ) ( NEG_TWO ) ) )', 'var0')
('( underfill ( <HOLE> ) ( <EXP> ) ( ofcolor ( trim ( <HOLE> ) ) ( NEG_TWO ) ) )', 'valmin_ct')
('( underfill ( <EXP> ) ( <HOLE> ) ( ofcolor ( trim ( <HOLE> ) ) ( NEG_TWO ) ) )', 'dedupe_ti')
('( first_ct ( <EXP> ) )', 'repeat')
('( rot270 ( underpaint ( trim ( <HOLE> ) ) ( <EXP> ) ) )', 'asobject')
('( rot270 ( underpaint ( trim ( <EXP> ) ) ( <HOLE> ) ) )', 'var0')
('( <EXP> )', 'apply_ct')
('( trim ( <EXP> ) )', 'righthalf')
('( <EXP> )', 'rot90')
('( lefthalf ( fill ( <HOLE> ) ( decrement_ni ( ONE ) ) ( <EXP> ) ) )', 'hfrontier')
('( lefthalf ( fill ( <EXP> ) ( decrement_ni ( ONE ) ) ( <HOLE> ) ) )', 'rot270')
('( vconcat ( move ( var0 ) ( asobject ( <EXP> ) ) ( branch ( F ) ( UNITY ) ( ZERO_BY_TWO ) ) ) ( rot90 ( vupscale ( var0 ) ( NEG_TWO ) ) ) )', 'var0')
('( <EXP> )', 'subgrid')
('( switch ( last_cf ( initset ( <EXP> ) ) ) ( multiply_ni ( subtract_ni ( <HOLE> ) ( FOUR ) ) ( TWO ) ) ( <HOLE> ) )', 'var0')
('( switch ( last_cf ( initset ( <HOLE> ) ) ) ( multiply_ni ( subtract_ni ( <HOLE> ) ( FOUR ) ) ( TWO ) ) ( <EXP> ) )', 'lowermost')
('( switch ( last_cf ( initset ( <HOLE> ) ) ) ( multiply_ni ( subtract_ni ( <EXP> ) ( FOUR ) ) ( TWO ) ) ( <HOLE> ) )', 'TEN')
('( compress ( downscale ( switch ( <EXP> ) ( <HOLE> ) ( FOUR ) ) ( branch ( T ) ( ONE ) ( ZERO ) ) ) )', 'var0')
('( compress ( downscale ( switch ( <HOLE> ) ( <EXP> ) ( FOUR ) ) ( branch ( T ) ( ONE ) ( ZERO ) ) ) )', 'FOUR')
('( <EXP> )', 'first_cf')
('( <EXP> )', 'first_cf')
('( underpaint ( var0 ) ( toobject ( <EXP> ) ( vconcat ( var0 ) ( var0 ) ) ) )', 'ofcolor')
('( repeat ( compose ( <EXP> ) ( <HOLE> ) ( <HOLE> ) ) ( vperiod ( <HOLE> ) ) )', 'repeat')
('( repeat ( compose ( <HOLE> ) ( <HOLE> ) ( <HOLE> ) ) ( vperiod ( <EXP> ) ) )', 'asobject')
('( repeat ( compose ( <HOLE> ) ( <HOLE> ) ( <EXP> ) ) ( vperiod ( <HOLE> ) ) )', 'EIGHT')
('( repeat ( compose ( <HOLE> ) ( <EXP> ) ( <HOLE> ) ) ( vperiod ( <HOLE> ) ) )', 'multiply_ni')
('( <EXP> )', 'righthalf')
('( rot180 ( underfill ( rot90 ( var0 ) ) ( double_ni ( <EXP> ) ) ( ofcolor ( <HOLE> ) ( <HOLE> ) ) ) )', 'TWO')
('( rot180 ( underfill ( rot90 ( var0 ) ) ( double_ni ( <HOLE> ) ) ( ofcolor ( <HOLE> ) ( <EXP> ) ) ) )', 'SEVEN')
('( rot180 ( underfill ( rot90 ( var0 ) ) ( double_ni ( <HOLE> ) ) ( ofcolor ( <EXP> ) ( <HOLE> ) ) ) )', 'var0')
('( <EXP> )', 'downscale')
('( <EXP> )', 'underpaint')
('( <EXP> )', 'last_ct')
('( replace ( fill ( <HOLE> ) ( increment_ni ( <HOLE> ) ) ( <HOLE> ) ) ( <EXP> ) ( THREE ) )', 'mostcommon_ct')
('( replace ( fill ( <HOLE> ) ( increment_ni ( <EXP> ) ) ( <HOLE> ) ) ( <HOLE> ) ( THREE ) )', 'FIVE')
('( replace ( fill ( <EXP> ) ( increment_ni ( <HOLE> ) ) ( <HOLE> ) ) ( <HOLE> ) ( THREE ) )', 'var0')
('( replace ( fill ( <HOLE> ) ( increment_ni ( <HOLE> ) ) ( <EXP> ) ) ( <HOLE> ) ( THREE ) )', 'vfrontier')
('( <EXP> )', 'hconcat')
('( pair ( merge_ct ( downscale ( var0 ) ( <HOLE> ) ) ) ( apply_ct sign_ni ( <EXP> ) ) )', 'last_ct')
('( pair ( merge_ct ( downscale ( var0 ) ( <EXP> ) ) ) ( apply_ct sign_ni ( <HOLE> ) ) )', 'NEG_ONE')
('( <EXP> )', 'tophalf')
('( compress ( remove_ct ( interval ( FOUR ) ( EIGHT ) ( <HOLE> ) ) ( <EXP> ) ) )', 'vconcat')
('( compress ( remove_ct ( interval ( FOUR ) ( EIGHT ) ( <EXP> ) ) ( <HOLE> ) ) )', 'ONE')
('( <EXP> )', 'lefthalf')
('( repeat ( <HOLE> ) ( lbind_2 other_cf ( initset ( TWO ) ) ( <EXP> ) ) )', 'invert_ni')
('( repeat ( <EXP> ) ( lbind_2 other_cf ( initset ( TWO ) ) ( <HOLE> ) ) )', 'apply_ct')
('( <EXP> )', 'repeat')
('( first_ct ( totuple ( <EXP> ) ) )', 'initset')
('( hupscale ( hconcat ( tophalf ( var0 ) ) ( replace ( var0 ) ( <HOLE> ) ( <HOLE> ) ) ) ( divide_ni ( <HOLE> ) ( <EXP> ) ) )', 'FOUR')
('( hupscale ( hconcat ( tophalf ( var0 ) ) ( replace ( var0 ) ( <HOLE> ) ( <EXP> ) ) ) ( divide_ni ( <HOLE> ) ( <HOLE> ) ) )', 'FOUR')
('( hupscale ( hconcat ( tophalf ( var0 ) ) ( replace ( var0 ) ( <HOLE> ) ( <HOLE> ) ) ) ( divide_ni ( <EXP> ) ( <HOLE> ) ) )', 'SEVEN')
('( hupscale ( hconcat ( tophalf ( var0 ) ) ( replace ( var0 ) ( <EXP> ) ( <HOLE> ) ) ) ( divide_ni ( <HOLE> ) ( <HOLE> ) ) )', 'TEN')
('( first_cf ( initset ( <EXP> ) ) )', 'rot90')
('( <EXP> )', 'remove_ct')
('( <EXP> )', 'lefthalf')
('( <EXP> )', 'righthalf')
('( move ( <HOLE> ) ( <HOLE> ) ( rbind_2 astuple ( <EXP> ) ( EIGHT ) ) )', 'NINE')
('( move ( <EXP> ) ( <HOLE> ) ( rbind_2 astuple ( <HOLE> ) ( EIGHT ) ) )', 'move')
('( move ( <HOLE> ) ( <EXP> ) ( rbind_2 astuple ( <HOLE> ) ( EIGHT ) ) )', 'toobject')
('( <EXP> )', 'paint')
('( last_cf ( initset ( rot270 ( <EXP> ) ) ) )', 'var0')
('( replace ( remove_ct ( repeat ( TEN ) ( <HOLE> ) ) ( <HOLE> ) ) ( valmin_ct ( interval ( <EXP> ) ( <HOLE> ) ( NEG_TWO ) ) ( subtract_ni ( <HOLE> ) ) ) ( size_cf ( initset ( <HOLE> ) ) ) )', 'SIX')
('( replace ( remove_ct ( repeat ( TEN ) ( <HOLE> ) ) ( <HOLE> ) ) ( valmin_ct ( interval ( <HOLE> ) ( <HOLE> ) ( NEG_TWO ) ) ( subtract_ni ( <EXP> ) ) ) ( size_cf ( initset ( <HOLE> ) ) ) )', 'EIGHT')
('( replace ( remove_ct ( repeat ( TEN ) ( <HOLE> ) ) ( <HOLE> ) ) ( valmin_ct ( interval ( <HOLE> ) ( <EXP> ) ( NEG_TWO ) ) ( subtract_ni ( <HOLE> ) ) ) ( size_cf ( initset ( <HOLE> ) ) ) )', 'FOUR')
('( replace ( remove_ct ( repeat ( TEN ) ( <HOLE> ) ) ( <EXP> ) ) ( valmin_ct ( interval ( <HOLE> ) ( <HOLE> ) ( NEG_TWO ) ) ( subtract_ni ( <HOLE> ) ) ) ( size_cf ( initset ( <HOLE> ) ) ) )', 'rot90')
